,class,text
1186,17,rt @coliojessica: wish i was there . that'll be the last time that fatass lady ever speaks again lmao https://t.co/lcr6m0zqew
1206,17,at least i can go home soon and my ugly fatass sister wont be there
1211,17,u got ur wish you fatass bitch https://t.co/fkdtun4kba
1218,17,why is it always the fat bitches that wanna have beef with me? like do y'all know how fast i can run away from yo fatass? hahahahaha __________
1224,17,like why continue following me if my tweets are ugly fatass lol
1264,17,@smtownglobal give red velvet proper treatments and a reality show you ugly fatass meninist dumb dumb
1276,17,@nakashmohammad bc you're a fatass!
1304,17,@jannahrahman_ random much __ but yeah you are a bit of a fatass
1326,17,@boxingscene but ur fatass won't fight ward
1336,17,rt @babykanyeislife: @alan_card19 @nahren_merza @yaboispongebbob i remmeber nahrens fatass breaking the bench but tf does a key have to do�
1337,17,@zestyjalapeno follow me fatass
1345,17,whoop his fatass lol or say he cheated first and is saying that to make me get in trouble https://t.co/5qcwai0iog
1346,17,@sick_nerd ur a fucking fatass faggot u suck so much dikcuyou smell of cummmmmm gaybiiiiooo
1367,17,@cerelol i hate her fucking fatass https://t.co/nho0ziax8t
1386,17,@rowiebm fatass with fake brows
1391,17,@funkysac_ @vanishbrobeans yo little fucktard. we got off cuz we've been on all day and have lives unlike u who sits his fatass
1392,17,rt @itsmegama: fatass wrinkly ass no neck headed ass hoe https://t.co/oeushawlmb
1396,17,someone get the sewing machine for gabby!!!! lol someone take ur 3rd plate away fatass
1405,17,@mariaimdrunk @sparklynisa amina kodumun cocugu shut the fuck up youre so annoying fatass dont talk to me
1422,17,@redsvelevt stfu fatass im doing to know which ones
1446,17,delete this fatass it ain't appropriate https://t.co/oycwrzpl26
1447,17,lmfao fatass boy https://t.co/f2qcwru86n
1482,17,@mattrat2397 it's funny how ppl who hide their appearance talk the most shit. your moms basement must get boring go run some laps fatass
1490,17,fatass troll no one asked delete your account https://t.co/bnbprjmrkr
1509,17,@sichengsolo @allkpop fatass ?? __  well... he can always lose weight if he chose.... but you will always be ugly __
1533,17,@bubjuns im not done yet fatass
1562,17,rt @sweetheartrelax: @murderdiet idc if it's salad u still a fucking fatass
1567,17,__nobody ___would say ____shit ____to you ____if you weren't ____so rude__ fatass__
1572,17,@leighsbizzle @sellovesali @justinoutsold @popcrave u literally have more than 3 troll accounts you like ur own tweets ugly fatass
1598,17,@camerondallas wow fatass
1629,17,@noah_baker70 @j_peezy14 we started killing you because our backs couldn't handle the weight of your fatass anymore
1638,17,@heerjeet your kids look retarded. how's the tap water where you are?  have another 10 servings of bacon  fatass.
1642,17,__ we almost broke mutualship bc yo fatass thought i unfollowed your ass when it was in fact a glitch __ queen of periscope  ive been watching
1646,17,bitch ive seen u ur a fatass with long boots https://t.co/nk1kionjfc
1652,17,@siowedxtown why is your display name trevor's fatass answer me you fatass
1665,17,@eatdatpastrami how bout u get ur fatass on the field then
1685,17,tie your shoes tighter fatass https://t.co/6zeo7r4z1q
1695,17,rt @mcdonaidsheip: it's part of our new diet plan fatass https://t.co/0ncpe3afpf
1727,17,@luxuriousmgc @iadjescode @loveagaain omg shut up fatass shouldn't you be busy finding your eighth chin
1760,17,@lydstiiinski you can choke fatass !!
1779,17,wow keyboard warriors hating on @rondarousey but ain't never been in a fight or seen ur own dick in 20 years from the fatass stomach hangin
1780,17,rt @laniuhh: no excuse for guys to be under 6ft   go hit the gym fatass ________________
1796,17,@rangobango1 too bad you can't fatass
1817,17,she loves giving to fat people   don't flatter yourself fatass @_doclee
1855,17,rt @schoolboyq: lmao!!! and yo fatass can fit a treadmill under yo shirt....  go steal one...... o yeah steal a basketball court al�
1858,17,go away fatass https://t.co/k9vhhhrdba
1892,17,@superr_ @kylevoitz step it up fatass
1896,17,this fatass bitch https://t.co/ybcebjov72
1900,17,@thenamemoon fuck you fatass
1908,17,@godlytemari @recklessraiph that was droopy retard just because im on ur fatass neck doesnt mean u have to lie ugly greasy bitch
1920,17,i hate u fatass https://t.co/gcd212h5g8
1922,17,@_theonlyrose_ @danielsodope @girlposts frrrrr this fatass wanna act grown
1940,17,@murderized call him a fatass
1944,17,@sick_nerd your stream was horrible today.  talking about shitting for 45 minutes.  this is your job be prosfessional  not a gross fuckface.
1945,17,@jadescock do you want it or not fatass
1953,17,i hate her fatass https://t.co/el7bsi5qnf
1961,17,rt @benoitkailey: rain drop drop top  yo fatass shouldn't be wearing a crop top __
1973,17,@lospollostv quit welching my shit fatass https://t.co/grtchhm2lg
1977,17,im laughing you think you made ******** but it was me fatass ______
2001,17,and i don't know why your fatass keeps talking ____
2009,17,@cheesedick22 fine. go ahead fatass i'm just trying to be nice.
2014,17,@im_notebook change subject? yeah nice dodge fatass
2027,17,@asvplmj of course not fatass  don't feel special
2030,17,she tweets like a fatass but don't actually eat like one.
2052,17,@tashaun_peach wow i can't believe you're laughing at a man that can't even walk as we speak. i'm so disappointed in your fatass
2062,17,@chokefrank come at me fatass https://t.co/tngnwajhzs
2071,17,@murderized how tf did you fit in that cage after eating all of that mcdonalds food you fucking fatass
2084,17,shane dawson you fatass
2094,17,the funny part is that i know the pathetic bitch nigga still lurking my page ______ your weak as fuck #fatass
2100,17,and they fatass momma https://t.co/lvb3z8qn2i
2101,17,roadhog the rednosed fatass  had a very op gun  all of the other teammates  ran and hid behind his fat https://t.co/zlimuquzfn
2102,17,fatass you're late it's not christmas anymore https://t.co/tlrrsrxaz9
2107,17,@rrangerrs @xlittlepatsx fuck that fatass   one bag of chips from a stroke
2108,17,@usxpd only fatass 31yrold pedophile atheists with 12yrold girlfriends would disagree right @amazingatheist @armouredskeptic
2121,17,rt @peachythighs: @eucljffe bitchass kill yourself everyone on twitter is tired of ur fatass .
2127,17,did fatass bella cheat on tyler this mf is lucky im blocked
2128,17,rt @spinebreaks: still in 2017? go to the gym fatass
2129,17,@yubslut i'm gonna beat your fatass
2133,17,@worksofpsycho @curlysketch they still wouldn't take to your fatass
2146,17,get out of my face you fatass bitch
2163,17,i vape so hard just so i wont be able to see your ugly fuckface
2166,17,@salntaehyung ur weak and will not survive the winter adapt fatass
2174,17,we'll see how long brett bielemas wife sticks around when his fatass gets fired.
2180,17,i would never fw nobody fatass stanking son
2185,17,shup up fatass
2192,17,@jlawrnce @caicaiores @ryanpkotter indirect?? hes not a twitter acc fatass
2203,17,@kimsjondgae shut it fatass look at my other tweets
2207,17,chill you'll get them eventually with you're fatass https://t.co/utf2kkpfpn
2211,17,fatass post it now i wonder how you look like https://t.co/qezozqiahf
2214,17,maria is a literal fatass just like ethan
2231,17,@combsysaid @cheykhalifa_ you hit bae i'm knocking ya fatass out. you outweigh me by a cool 100lbs. you a man.
2245,17,rt @monstersfollowu: how about you drop some weight first fatass https://t.co/ruljgk00xn
2276,17,@erajycob forgot to block this one fatass
2277,17,fatass manu blocked me on whatsapp?? time for me to block him on twitter ________________
2291,17,rt @z0mbiejugador49: @holyheel u got ur feelings hurt bro? hahaha pipe down and talk about how ur big titty ex left ur fatass &amp; now slobbin�
2298,17,@stevvnyeun fatass skill yoruselfck
2303,17,traore you fucking fatass.
2306,17,i didnt get to see it fatass https://t.co/oib6vc8o1z
2312,17,@xlittlepatsx @klutchkadian @rrangerrs nigga ur fat   foh fatass
2327,17,@chrisgerpal can you shut the fuck up for once you fucking assface
2328,17,rt @amber_duds: how can you even be sure you're wearing pants if you don't have a raging camel toe?
2329,17,@tinykyrus maddie is mine assface
2330,17,i want to cry. i try to have a conversation w my brother about girls n nah. short dress  skank!  fuck off. just kill me  kid's my brother!
2331,17,@cbanks420lol2 meanwhile that skank little420slut posts pics of her blownout snatch  deflated pancake tits and shit crumb crusted asshole..
2332,17,rt @sdmvs: __this. girl. is. the. nastiest. skank. bitch. i. have. ever. met. do. not. trust. her. she. is. a. fugly. slut. https://t.co/rnu�
2333,17,@jbouie you're a markass mark  trickass mark  punk bitch  skip skap  skank  scallywag...hoe  heffer  he ha  and hulyhoop
2334,17,@daviewalks84 @celticrockroars yup! and then he deletes then  kept the skank comment though... as if i give a fuck what a gremlin thinks ha
2335,17,"oh no i'm so upset u blocked me because you &amp; ur bf made fun of my dead nan. calls me a ""dirty skank with no future� https://t.co/tx3ahhen9r"
2336,17,if it gives you a camel toe  it's not meant to be high wasted__
2337,17,@citizensfedup you've got the mouth for it skank.
2338,17,"@goldlacytanga  ""and maybe you'll finally drop dead you red skank"""
2339,17,put the racist skank last #qldpol #auspol #bootthebitch say no to a racist society. https://t.co/qqrirwl3rj
2340,17,rt @thisainteventy: nice guy? look at your car  you're a skank https://t.co/dz2c6mmxmy
2341,17,camel toe gon make corny pop music  she can keep that.
2342,17,#christmaseveeve - traditionally the day you spend cleaning the whole house so relatives don't think you're a total skank.
2343,17,@jay_gallacher whys he got a massive camel toe ?
2344,17,"@thebiackbeast   ""at least i don't have tight pants that would give me...how youngsters call it...camel toe."""
2345,17,her camel toe was on steroids
2346,17,parading around like a drugged up empty hollowed out body of a party skank calling it art. what will they come up with next? add some trash
2347,17,@meganfugate i literally stopped putting heat on my hair and went around looking like a skank bc it's so curly.. still nothing lol
2348,17,people thought i was a dirty skank.. so fine  id be the dirtiest skank they'd ever seen __
2350,17,@morning_joe @msnbc damn good thing she put on make up. skank
2351,17,rt @saidbeebs: yo�like 2016 really is a the nastiest skank bitch i've ever met. do not trust her. she is fugly slut. i hate her.
2352,17,#bellathorneisoverparty she is the nastiest skank bitch in the world. ______ f.u
2353,17,@jami_usa @hotelco226 @jwb_wen o's mom looks like a skank
2354,17,rt @gabshyzeke: can't believe camel toe left  now i can stan 4h without a racist screeching in my ear https://t.co/hcxffcqkbd
2355,17,______ skank... we agree you are gross and disgusting @laurenduca  shut your face!__ https://t.co/bgjfggkjkx
2356,17,@middymoo94 get some lotion on your nasty as knuckles you skank bitch.
2358,17,its official. my brother is the grossest fucking shitface in the world.
2359,17,@lx_angelica @aigkenham @australia ahhhhh shiiit...vpl is the biggest turn on.  like i'm sure for camel toe is for your gross straight men____
2360,17,nothing like being called a skank to get in the christmas spirit! #skank #hohoho
2361,17,@electraluxed prolly the one giving aids too ya filthy skank
2362,17,taylor swift can't shake off her camel toe!!~~~  https://t.co/sreej8av9i
2363,17,this girl is the nastiest skank bitch i've ever met. do not trust her. she is a fugly slut! https://t.co/ugi1mn1yyn
2364,17,"@patta47cake @riseupabove @kellyannepolls she is a ""skank""!!!!!!!"
2365,17,uhh the jonas brother has a serious case of camel toe performing his 1 year old song for some reason.
2366,17,"@novierale __ line i have ever heard.  ""she wore yoga pants so tight that you could see her camel toe from the back!"" thanks @donniebaker1"
2367,17,big e is right  hoe your a complete trailer trash skank https://t.co/ngsoz3bxvu
2368,17,rt @melhugen: go babs loud mouth barbara streisand! go plastic poser cher! go whoopi-ng cough goldberg! go miley the skank cyrus!�
2369,17,22 years later my bitch aunt still has a camel toe. smh.
2370,17,rt @deniserenee: are we never going to find out who the 110 pound skank was who is banging her husband? is this not relevant anymore? #trap�
2371,17,rt @heybuddy1: big chesticles are not fun. idk what yall be smoking.  nothing fits and everything is ugly. button ups dont exist &amp; bras are�
2372,17,my work colleagues all called you a skank loooooooool
2373,17,hannah has just told her mum to get rid of her camel toe __________________
2374,17,rt @caleycakes_: talley: this girl is the nastiest skank bitch i have ever met. do not trust her. she is a fugly slut. https://t.co/grs48xj�
2375,17,sir  could you please stop staring my camel toe in the eye?
2376,17,@em_galvin you look like such a skank  being proud of getting with some1 who's in a relationship phahah
2377,17,this is the nastiest skank bitch i've ever met. do not trust her. she is a fugly slut. https://t.co/gx5rbwex0k
2379,17,__ selena gomez bending over to reveal a camel toe? __ https://t.co/fpljrbsdy8
2380,17,at the gym all these muscular handsome boys were lookin at me. made me feel so spesh. i look down &amp;i i realise i have a raging camel toe.
2381,17,"built like ""i brokeded your toy"" headass  them short give you a camel toe headass. https://t.co/asbcexfi8l"
2382,17,i actually look like a skank!! get me home
2383,17,rt @baaabesmile: seeing a really bad camel toe http://t.co/zcgtdpk9vt
2384,17,@itvfootball straight into the back pocket of some filthy little skank at fifa  pathetic on their part. donate the fine to kids charities
2385,17,@brimiranda16 dooo it! doooo it!!! who gives a fuck about who wants to judge your skank ass picture. lol
2386,17,@the3sugarbakers @luv2read2014 one nasty lookin skank right there. bz
2387,17,@stephan31042922 what ? new years resolution to be an even bigger skank ?
2388,17,rt @becca_manning_1: you know when you go to buy a white top to notice orange foundation left on it by some skank girl who decided they did�
2389,17,rt @bananahaamic: i don't understand what sick bitch would intentionally want a damn camel toe. lol it is beyond me. https://t.co/vaasnvyjyt
2390,17,@tommysteamer if by trash you mean the skank i picked up in the bar  then i couldn't agree more
2391,17,when was @sarahksilverman last time good as a comic? a decade ago? she's become some fugly old leftist skank. ______ https://t.co/tmhmcooh7u
2393,17,@kurteichenwald @claytonbroyles  you just described the average weekend of a club skank
2394,17,"so i guess the news today is saying that this skank azealia banks showed us her room covered in blood from ""sacrificing animals"""
2395,17,in my defense  'daddy loves you' did not load until after i called you a skank. https://t.co/lzv2ook9gu
2396,17,i just seen the strongest camel toe she got a moose knuckle
2397,17,rt @desireeaaron: dear bette  on behalf of all sane americans... stfu  you pathetic  wasted  dried up  diseased  old  skank hag!  tha�
2398,17,@_ryryven_ @brennercmarlowe uh huh  maybe you'll think twice before calling me an emo skank
2399,17,@hakaba3 @rottenrosen day camel toe doe.
2400,17,@lukefisher95 literally a skank
2401,17,hey apetits--i hope some skank comes along and fucks the love of your life and destroys your relationship  too.  fuck you.
2402,17,@terezowens she has a huge camel toe
2403,17,she hurt seth what a fat skank
2404,17,@mollyoshah @mattbevin you don't have to embrace brown families to embrace the camel toe
2405,17,@miaisanerd this girl is the nasiest skank bitch i've ever met. do not trust her. she is a fugly slut! *underlines� https://t.co/kzl3ch0oaf
2406,17,@salon @mmflint how'd that work out for you  ya fat skank
2407,17,rt @celinebojo: andrew pierce is the nastiest skank bitch ive ever met!! do not trust her!! she is a fugly slut!! https://t.co/9vaphc9xk9
2410,17,@ourrachblogs @wesfrith and a blatant camel toe!! ____
2411,17,fiona why are you such a skank?? #shameless
2412,17,well  i guess we can figure out who the skank of this season is going to be. #thebachelor
2413,17,and more particularly....the other whore either. and nothing that skank mole has pretended to act in!
2414,17,rt @gelidoeeee: here's me not caring about my broad wide shoulders and camel toe jeans__________ https://t.co/ked1t1st9c
2415,17,@babequalities i'm going to bomb myself if i see more jacob shitface show up on my timeline
2416,17,heard you got a camel toe � i've got a vagina https://t.co/jlusdejf9f
2417,17,rt @mirandathealien: ew get out of here skank
2418,17,"*playing heads up. the word is ""camel toe""*   ""oh it's what @elizalelkins has when she wears her sweat pants!!""  ""a rash"" -@kileyjosey"
2419,17,"@ssyyydddnneeyyy ""you're making me feel uncomfortable"" @paytonperrrrrry ""is it because i have a camel toe?"""
2420,17,@pinknlust that camel toe though __
2421,17,@kristengrzeskow is a nasty skank bitch do not trust her she is a fugly slut
2422,17,@hollyweed2017 @thefader butt ugly skank
2423,17,fucking fatass me
2424,17,whilehe was sucking-meoff i-forcefed his-fatass 1-ofmy  bearmace-powerfarts / #eatthatbitch
2425,17,my parents ask why i'm the way i am  little do they know that they were the ones who made me into the fatass that i� https://t.co/92faxuyeck
2426,17,i'm such a fatass omg
2427,17,@smtownglobal send shindong fatass back to service
2428,17,@blissxangela oh how the tables have turned i hate your fatass
2429,17,@umhoseok it's tido stop misgendering him fatass
2430,17,@natalieiozzo love your fatass cousin!!!
2431,17,mom: he's kinda chubby right? man: he's a fatass.
2432,17,@westlymelon_21 it sure is gonna be a hellish 2017...bad luck for me my form teacher is gonna be a freaking fatass most hated teacher__
2433,17,fuck it up still fatass https://t.co/h0ytmo5l25
2434,17,fatass you're the one who started https://t.co/1qpfnjergi
2435,17,some fatass unfollowed and broke my 1.3k
2436,17,@pacifyhowell some fatass
2437,17,what my fatass needs ____ https://t.co/tb1tm1vt8a
2438,17,i told my mom i had to poop and she called me a fatass
2439,17,felt like a fatass loser eating by myself @ inn n out lol
2440,17,im a fatass. im only up cause i smell gumbo __
2441,17,to tie my hair up before the wings come or before.. if i do it before i look like too much of a fatass
2442,17,@obesehwan yes it was fatass
2444,17,@switchii_ join the team fatass
2445,17,if someone could keep my fatass from eating everything fattening and fried that would be great.
2446,17,@matthealy so fatass much
2447,17,im the biggest fatass ever i'd do a road trip only to eat food
2448,17,wow i'm eating like a fatass rn
2449,17,yeah it was me fatass https://t.co/wl9ydj5tye
2450,17,come to toronto fatass � i dont even have a passport  https://t.co/sfs8iwvwyt
2452,17,lmao my landlord got us new washer and dryer because our fatass cousin fucking broke the first washer.
2453,17,@auraiex you type in my email only you fatass retarded kid
2454,17,@taehyungsgod i told u thru dm fatass but u went and deactivated
2455,17,u really bouta get this fatass block https://t.co/5kz8l3brty
2457,17,rt @aiientae: fatass this is dumb as shit. get harpooned https://t.co/iwkeifu5mk
2458,17,ok so i went to buy a pokemon plush toy for my nephew and this one fatass grabbed eevee before i did and i'm still pressed
2459,17,rt @idemandaa_you: yo the fact that she got them fatass samoa's on her feet ____________ https://t.co/xzwhsn28vk
2460,17,@literalpornxxx brilliant. ppl would be be extra twisted over it if i did it bc i'm a fatass  now i wish i'd though of this  bahaha
2461,17,fatass took 3 times to type edge https://t.co/q98pzshx8a
2462,17,@idkwhotrust knew it fatass
2464,17,then dm me fatass https://t.co/5a06cythwm
2466,17,@suburbiaskid 2 minutes left fatass
2467,17,dickhead  fuckface  cock smoking  mother fucking  asshole  dirty twat  waste of semen  i hope you die. hey! https://t.co/qe4lic3zbq
2468,17,@chokefrank fatass tell me now
2469,17,i just lost $20 in blackjack cuz i'm high and my fatass finger hit the wrong button __
2470,17,rt @nllkiforov: maryam* sorry its my fatass thumbs https://t.co/42gcgwqxeg
2471,17,rt @naevaokasian: when all your friends know you're a fatass lmao https://t.co/jgy80mqskq
2472,17,who r u people you're supposed to vote fuck u fatass
2473,17,@cnn wouldn't be suprised fucking fatass
2474,17,@byunghcan king of hating me even when i breath ur funny and i used to beat u at 8ball till your fatass switched phones -___- anyways+
2475,17,rt @okayleafy: shy shut ya fatass up and anal lia
2476,17,fatass in 2016 and probs still gonna be a fatass in 2017 lolz hate myself
2477,17,this fatass is making herself some lasagne now
2478,17,@bts_twt stop it fatass
2479,17,but my fatass eats to much &amp; doesn't like working out__
2480,17,bout to make my fatass some waffles
2481,17,egypt is a fatass kelly price
2482,17,my mom stay tryna call me fat wit her fatass
2483,17,idk if im late to work  you best believe my fatass is going to be walking in with breakfast in my hand. #mostimportantmeal
2484,17,rt @verrawrrnica: really hope whenever i become pregnant that i'm all belly  but knowing my fatass....that's just daydreaming lol
2485,17,my girl called me a fatass... thats how i knew shit got real..
2486,17,@grandequinox @erixkarteaga @popcrave you've got lauren's fatass bunny looking self in your icon. sit
2489,17,"wade really just told me ""fend for yourself fatass"" __"
2490,17,of course my fatass grabs potato chips
2491,17,@dorkygraceffa your spelling sucks fatass
2492,17,@wsergie @what_tee imagine if his fatass put half the effort into losing weight that he does bitching on twitter
2493,17,@navvvyblue yo really ate my chic fil a fries  you could've at least asked fatass.
2494,17,@ilikemesomecats that's what i'm saying too... lol. like my fatass would even be able to
2495,17,everyone today rt @desandick boutta head over to my parents house and eat all the food before the rest of my fatass family gets there.
2496,17,@erica_a_ i mean i my cats and dog so not entirely alone. __ my fatass is always down for tacos __
2497,17,my fatass still eating everything
2498,17,i'm a true fatass fr
2499,17,am i the only one that gets hungry af around this time ? or is it just my fatass ):
2500,17,so i'm about to shower  and as i took off my shirt i found a sesame seed from a bigmac.. fatass level: 300
2502,17,rt @zemjex: rt if you think i should get his twitter @cannedwalrus suspended for being a fatass random?
2503,17,dude fatass what were u shooting at???? https://t.co/w06hj6gctn @chuba781
2505,17,you know you're a fatass when u dream about eating some good ass food &amp; wake up mad af bc u woke up before eating dessert ____
2508,17,why did you open your presents early fatass https://t.co/0cftv4rhdv
2509,17,getting your drink on this holiday?  worried about turning into a fatass by january?  i got you covered:� https://t.co/f1tiwlsaha
2510,17,@flawinmycode fatass. good
2511,17,rt @basedsteban: i need to start running again with my fatass
2512,17,@babyhuevo omgg i thought was getting up to leave but his fatass is getting more food wtfsgsgs
2513,17,i've gained so much weight since i've moved down here that my snow gear won't fit me ____... i'm such a fatass ____
2514,17,woke up to go to the bathroom &amp; ordered room service #fatass__
2515,17,but knowing my fatass i'm still going to eat
2516,17,fatass mule: it's when you sub all parts with mint chocolate chip ice cream and hold the lime (shouts� https://t.co/rrngjvq9e6
2519,17,rt @bvalidb: no chocolate. no painkillers. no ice cream. y'all sure this ain't just yo fatass on a regular day???? https://t.co/gfrs8m0x0b
2520,17,@murderized u fucking fatass i hate u hhahsbfbf
2521,17,brother offered to buy me panda but i didn't wanna sound like a fatass and say yeah __ lol
2522,17,don't tell me what to do  fatass. https://t.co/jhxrlrmvcj
2524,17,6? rt @natxn: every nigga wants a thick bitch until you feeding her fatass 6 times a day
2525,17,fatass don't call him ty https://t.co/au2kn9jq6u
2526,17,@hoesforhelena no helena we cant. ur fatass doesnt need them.
2527,17,@phoennix_ i'm fat asf g  you're right. catch my fatass with your mother tomorrow morning in the kitchen when you w� https://t.co/ube8wntrcz
2528,17,@joshuadun listen fatass if you're gonna have your name as your display name at least make it joshua
2529,17,i guess if jericho is happy just being a pathetic lapdog for a lardass then so be it. #ustitle #raw
2530,17,well can his fatass tell his boys to hack @redvelvets for me  https://t.co/3u1cfnsw3p
2531,17,@joshog @xtwitch_tv fuck u josh og u fucking gay ass bitch fuck u idk why chason watches your retarded fatass ur a� https://t.co/gwdej5wne7
2532,17,if your stomach ain't on flat flat  cover your fatass up
2535,17,forever burning my tongue because my fatass too impatient to wait for my food to cool down
2536,17,im the one who stole it im a fatass https://t.co/zerf1soarm
2537,17,lauren said she was fat and i said work out fatass and she said o
2538,17,hey fatass � um you got the wrong account  joana's curiouscat is... https://t.co/l6gg1lj2jg
2539,17,@br7ght me fatass
2540,17,thristans such a fatass i showed my feet and he tolf me to stfu https://t.co/lo8hnhy1hl
2541,17,"i feel like the world is telling me ""lose weight  fatass."" 210lbs time to starve myself back to 145lbs. __"
2542,17,man this fatass thats picking me up better hurry
2543,17,you fatass cunt https://t.co/qmqxnvkypb
2544,17,i'm such a fatass omg i have chocolate under my pillow
2545,17,miss you fatass :( after all this exams we should skype @rabllve
2546,17,my fatass head keeps stretching out my turtle necks
2547,17,@trackfanfare i know right i bet ur fatass regretted blocking me hihi ____
2548,17,fatass she made racist jokes  supported blackface and a lot of other stuff and doesn't have to apologise? you're de� https://t.co/yl4ddz7lwt
2549,17,such a fatass that i have become... https://t.co/wdtxhu8wwj
2550,17,"grandpa  have u lost weight?  ""yep. 60 lbs  almost lost a whole charlie. how much u weight?"" ""160"" ""wow. ur a fatass""  merry christmas __"
2551,17,"rt @weeabastard: @weeabastard ""hey lardass we noticed you're looking at pizza would you perhaps like a fucking salad with that  asshole?"" i�"
2552,17,i thought there was another crack on my phone in the middle turns out im just a fatass because it was syrup
2553,17,@troyesivan tweet something fatass
2554,17,@flwerchoi fatass dont expose me
2555,17,@sowondaiiy was this u fatass https://t.co/jezjaqv6yj
2556,17,@vexify_ ____ still all started with that fatass beastlys big ass mouth you'll be missed
2557,17,rt @mimi_9871: i gotta get my fatass to the gym
2558,17,@jadajazzj that fatass   he eats plenty trust me. dead rn ____
2559,17,@smoked who's this fatass
2560,17,"formula is so expensive for no reason smh paid almost 40$ for a ""big""can that's not gonna last jaxsyn even 10 days with his fatass"
2561,17,@semisexuai asking the fatass lmao
2562,17,santa aint bring me a nice mans this year tho come on my dude my bro i thought u had my back u jolly fatass tf
2563,17,her fatass better tell me
2564,17,his fatass is gettin' plates of warm cookies across the globe. and he fuckin' the mothers :/ https://t.co/4dmzrtwpyl
2565,17,rt @churromansaul: i learn something new about sam everyday... i found out that her fatass can eat a taco with two bites ____ @johnsonxsam
2566,17,good my fatass had some barbecue sauce from 2 days ago in my room so butch yall thought : p
2567,17,@jordyuc @cocobriz totally didnt notice your fatass eating them right ?______
2568,17,fatass eating too many damn holiday cookies! ion even like cookies like that __
2569,17,im a fucking fatass feminist
2570,17,@micamurdockk in kidding bitch u know my fatass eats all da pizza rolls
2572,17,@_vianeyxo i know dude!! i thought it could've been my fatass jumping into bed too __ glad it's just a baby one though
2573,17,@ashtoniives since you saw it on pictures fatass
2574,17,@karlaasus his fatass would try to eat rbe mirror too__
2575,17,gotta wait 7-10 days just to get all my money back   lost everything . dam fatass l
2576,17,@shayswoodley ok so my fatass isn't healthy. what else is new __
2577,17,my fatass seriously needs to get in the gym and lose weight lol need to look decent again
2578,17,@autographsumg @microtrilogy @buumper  lol sad part is that he actually think he's good him and that fatass oxys
2579,17,@buddahisking @seeney_ @vinziiia i'll punk ur fatass when i see u too. spit on u and ur worthless father fat garbage waste of life lard
2580,17,time? [hiruma checks kurita's 40 yard dash time: 6.5 sec] you fucking fatass! what morning training are you talking about?!!
2581,17,@explicitjareau answer my dms fatass
2582,17,rt @mksolo_: when your fatass thighs rub ____&lt;&lt;&lt;&lt;&lt;
2583,17,@aticroses then u have to ft me fatass
2584,17,my fatass just ate two big macs
2585,17,rt @eyerenemartin: when you move in  your fatass is getting top bunk since you wanna talk https://t.co/pdbc5bd9dq
2586,17,morning 8.10 anus dickface ugly retard anth
2587,17,@scuffyseven @formerroadbeer @placidijoe @4_sudanese we still have bars of soap made from your fatass grandmother
2588,17,i'm convinced that #kimburrell caught her man sucking dick for her to pull that bullshit stunt. never liked her fatass anyway.
2589,17,@chokefrank fatass i didn't say u did
2590,17,@consfession dont judge me fatass
